,track_popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,acousticness,analysis_url,danceability,duration_ms,energy,id_x,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,id_y,genres_x,popularity_x,id,genres_y,popularity_y,release_date
0,86,3dPQuX8Gs42Y7b454ybpMR,4F84IBURUo98rz4r61KF70,6D9urpsOWWKtYvF6PaorGE,Seven Nation Army,The White Stripes,Elephant,0.0039,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,0.743,232107,0.446,3dPQuX8Gs42Y7b454ybpMR,0.118,4,0.337,-7.807,0,0.0683,123.596,4,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,audio_features,spotify:track:3dPQuX8Gs42Y7b454ybpMR,0.278,4F84IBURUo98rz4r61KF70,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",69,6D9urpsOWWKtYvF6PaorGE,[],77,2003-04-01
1,66,3RdQfyk7BBxxIx0zSnCBIw,4F84IBURUo98rz4r61KF70,6D9urpsOWWKtYvF6PaorGE,The Hardest Button to Button,The White Stripes,Elephant,0.00666,https://api.spotify.com/v1/audio-analysis/3RdQfyk7BBxxIx0zSnCBIw,0.694,212888,0.515,3RdQfyk7BBxxIx0zSnCBIw,0.622,4,0.0884,-8.663,0,0.0736,128.246,4,https://api.spotify.com/v1/tracks/3RdQfyk7BBxxIx0zSnCBIw,audio_features,spotify:track:3RdQfyk7BBxxIx0zSnCBIw,0.566,4F84IBURUo98rz4r61KF70,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",69,6D9urpsOWWKtYvF6PaorGE,[],77,2003-04-01
2,56,0O2SYh5AZ0y8MAPOVC4Mxz,4F84IBURUo98rz4r61KF70,6D9urpsOWWKtYvF6PaorGE,Ball and Biscuit,The White Stripes,Elephant,0.0278,https://api.spotify.com/v1/audio-analysis/0O2SYh5AZ0y8MAPOVC4Mxz,0.506,438551,0.655,0O2SYh5AZ0y8MAPOVC4Mxz,0.173,9,0.102,-7.21,1,0.164,77.406,4,https://api.spotify.com/v1/tracks/0O2SYh5AZ0y8MAPOVC4Mxz,audio_features,spotify:track:0O2SYh5AZ0y8MAPOVC4Mxz,0.612,4F84IBURUo98rz4r61KF70,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",69,6D9urpsOWWKtYvF6PaorGE,[],77,2003-04-01
3,57,5F6tUpAoDzz5PjJos99176,4F84IBURUo98rz4r61KF70,6D9urpsOWWKtYvF6PaorGE,I Just Don't Know What to Do With Myself,The White Stripes,Elephant,0.416,https://api.spotify.com/v1/audio-analysis/5F6tUpAoDzz5PjJos99176,0.405,166467,0.741,5F6tUpAoDzz5PjJos99176,0.0,0,0.112,-7.76,1,0.103,94.097,4,https://api.spotify.com/v1/tracks/5F6tUpAoDzz5PjJos99176,audio_features,spotify:track:5F6tUpAoDzz5PjJos99176,0.406,4F84IBURUo98rz4r61KF70,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",69,6D9urpsOWWKtYvF6PaorGE,[],77,2003-04-01
4,53,47daaR9V5NnoSo68Geb8wm,4F84IBURUo98rz4r61KF70,6D9urpsOWWKtYvF6PaorGE,Black Math,The White Stripes,Elephant,0.0103,https://api.spotify.com/v1/audio-analysis/47daaR9V5NnoSo68Geb8wm,0.18,183973,0.986,47daaR9V5NnoSo68Geb8wm,0.00313,2,0.0697,-4.244,1,0.409,179.455,4,https://api.spotify.com/v1/tracks/47daaR9V5NnoSo68Geb8wm,audio_features,spotify:track:47daaR9V5NnoSo68Geb8wm,0.388,4F84IBURUo98rz4r61KF70,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",69,6D9urpsOWWKtYvF6PaorGE,[],77,2003-04-01
5,88,2nLtzopw4rPReszdYBJU6h,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3,Numb,Linkin Park,Meteora,0.0046,https://api.spotify.com/v1/audio-analysis/2nLtzopw4rPReszdYBJU6h,0.496,185587,0.863,2nLtzopw4rPReszdYBJU6h,0.0,9,0.639,-4.153,1,0.0381,110.018,4,https://api.spotify.com/v1/tracks/2nLtzopw4rPReszdYBJU6h,audio_features,spotify:track:2nLtzopw4rPReszdYBJU6h,0.243,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,4Gfnly5CzMJQqkUFfoHaP3,[],81,2003-03-24
6,81,4Yf5bqU3NK4kNOypcrLYwU,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3,Faint,Linkin Park,Meteora,0.111,https://api.spotify.com/v1/audio-analysis/4Yf5bqU3NK4kNOypcrLYwU,0.554,162600,0.978,4Yf5bqU3NK4kNOypcrLYwU,0.0,4,0.0731,-3.554,1,0.131,135.095,4,https://api.spotify.com/v1/tracks/4Yf5bqU3NK4kNOypcrLYwU,audio_features,spotify:track:4Yf5bqU3NK4kNOypcrLYwU,0.594,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,4Gfnly5CzMJQqkUFfoHaP3,[],81,2003-03-24
7,70,3agtg0x11wPvLIWkYR39nZ,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3,Somewhere I Belong,Linkin Park,Meteora,0.00038,https://api.spotify.com/v1/audio-analysis/3agtg0x11wPvLIWkYR39nZ,0.451,213933,0.951,3agtg0x11wPvLIWkYR39nZ,2.39e-06,1,0.261,-3.754,1,0.0645,162.065,4,https://api.spotify.com/v1/tracks/3agtg0x11wPvLIWkYR39nZ,audio_features,spotify:track:3agtg0x11wPvLIWkYR39nZ,0.442,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,4Gfnly5CzMJQqkUFfoHaP3,[],81,2003-03-24
8,68,6n8TMVyFKoUmDc4apxceRD,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3,Breaking the Habit,Linkin Park,Meteora,0.108,https://api.spotify.com/v1/audio-analysis/6n8TMVyFKoUmDc4apxceRD,0.579,196907,0.849,6n8TMVyFKoUmDc4apxceRD,0.0,4,0.0909,-5.218,0,0.0303,100.021,4,https://api.spotify.com/v1/tracks/6n8TMVyFKoUmDc4apxceRD,audio_features,spotify:track:6n8TMVyFKoUmDc4apxceRD,0.581,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,4Gfnly5CzMJQqkUFfoHaP3,[],81,2003-03-24
9,61,60IkVf7UfQXmt5CwkpcX8a,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3,From the Inside,Linkin Park,Meteora,0.042,https://api.spotify.com/v1/audio-analysis/60IkVf7UfQXmt5CwkpcX8a,0.466,173933,0.965,60IkVf7UfQXmt5CwkpcX8a,0.0,1,0.101,-2.597,0,0.0904,95.028,3,https://api.spotify.com/v1/tracks/60IkVf7UfQXmt5CwkpcX8a,audio_features,spotify:track:60IkVf7UfQXmt5CwkpcX8a,0.453,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,4Gfnly5CzMJQqkUFfoHaP3,[],81,2003-03-24
10,55,4zP2e2aIzOZGEFTq1MDJmm,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3,Lying from You,Linkin Park,Meteora,0.00777,https://api.spotify.com/v1/audio-analysis/4zP2e2aIzOZGEFTq1MDJmm,0.535,175373,0.951,4zP2e2aIzOZGEFTq1MDJmm,0.0,3,0.0669,-3.324,0,0.18,160.102,4,https://api.spotify.com/v1/tracks/4zP2e2aIzOZGEFTq1MDJmm,audio_features,spotify:track:4zP2e2aIzOZGEFTq1MDJmm,0.723,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,4Gfnly5CzMJQqkUFfoHaP3,[],81,2003-03-24
11,55,6HZdbb05lEXLvcmee3ZXO2,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3,Don't Stay,Linkin Park,Meteora,0.00153,https://api.spotify.com/v1/audio-analysis/6HZdbb05lEXLvcmee3ZXO2,0.488,187933,0.995,6HZdbb05lEXLvcmee3ZXO2,0.0,1,0.911,-3.096,0,0.108,90.058,4,https://api.spotify.com/v1/tracks/6HZdbb05lEXLvcmee3ZXO2,audio_features,spotify:track:6HZdbb05lEXLvcmee3ZXO2,0.679,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,4Gfnly5CzMJQqkUFfoHaP3,[],81,2003-03-24
12,53,3R9NKZ4jmxNjOFihSF5s7f,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3,Hit the Floor,Linkin Park,Meteora,0.0629,https://api.spotify.com/v1/audio-analysis/3R9NKZ4jmxNjOFihSF5s7f,0.74,164213,0.959,3R9NKZ4jmxNjOFihSF5s7f,0.0,9,0.0444,-3.692,1,0.193,150.007,4,https://api.spotify.com/v1/tracks/3R9NKZ4jmxNjOFihSF5s7f,audio_features,spotify:track:3R9NKZ4jmxNjOFihSF5s7f,0.878,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,4Gfnly5CzMJQqkUFfoHaP3,[],81,2003-03-24
13,53,2DrMcGNKEY0FZqjMovGaCm,6XyY86QOPPrYVGvF9ch6wz,4Gfnly5CzMJQqkUFfoHaP3,Figure.09,Linkin Park,Meteora,0.00919,https://api.spotify.com/v1/audio-analysis/2DrMcGNKEY0FZqjMovGaCm,0.518,197507,0.951,2DrMcGNKEY0FZqjMovGaCm,0.0,9,0.148,-3.198,1,0.0529,98.068,4,https://api.spotify.com/v1/tracks/2DrMcGNKEY0FZqjMovGaCm,audio_features,spotify:track:2DrMcGNKEY0FZqjMovGaCm,0.537,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,4Gfnly5CzMJQqkUFfoHaP3,[],81,2003-03-24
14,68,3BmjRmFTESgWZLPSVGp8aG,6XyY86QOPPrYVGvF9ch6wz,0y13VbGddQ4azdVWakksAL,Lying from You,Linkin Park,Meteora (Bonus Edition),0.00777,https://api.spotify.com/v1/audio-analysis/3BmjRmFTESgWZLPSVGp8aG,0.535,175373,0.951,3BmjRmFTESgWZLPSVGp8aG,0.0,3,0.0669,-3.324,0,0.18,160.102,4,https://api.spotify.com/v1/tracks/3BmjRmFTESgWZLPSVGp8aG,audio_features,spotify:track:3BmjRmFTESgWZLPSVGp8aG,0.723,6XyY86QOPPrYVGvF9ch6wz,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",82,0y13VbGddQ4azdVWakksAL,[],65,2003-03-24
