,track_popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,acousticness,analysis_url,danceability,duration_ms,energy,id_x,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,id_y,genres_x,popularity_x,id,genres_y,popularity_y,release_date
0,88,4EWCNWgDS8707fNSZ1oaA5,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,Heartless,Kanye West,808s & Heartbreak,0.0515,https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5,0.79,211000,0.647,4EWCNWgDS8707fNSZ1oaA5,0.0,10,0.248,-5.983,0,0.136,87.999,4,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,audio_features,spotify:track:4EWCNWgDS8707fNSZ1oaA5,0.654,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
1,68,1kxeWHF9PrCVZHvVskv8lg,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,Love Lockdown,Kanye West,808s & Heartbreak,0.0542,https://api.spotify.com/v1/audio-analysis/1kxeWHF9PrCVZHvVskv8lg,0.76,270307,0.524,1kxeWHF9PrCVZHvVskv8lg,0.5,1,0.112,-7.67,0,0.0323,119.603,4,https://api.spotify.com/v1/tracks/1kxeWHF9PrCVZHvVskv8lg,audio_features,spotify:track:1kxeWHF9PrCVZHvVskv8lg,0.112,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
2,66,0m3Ze0cy8qBHSsV2exAfCw,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,Amazing,Kanye West,808s & Heartbreak,0.216,https://api.spotify.com/v1/audio-analysis/0m3Ze0cy8qBHSsV2exAfCw,0.588,238333,0.554,0m3Ze0cy8qBHSsV2exAfCw,0.118,8,0.0619,-8.406,1,0.0545,146.133,4,https://api.spotify.com/v1/tracks/0m3Ze0cy8qBHSsV2exAfCw,audio_features,spotify:track:0m3Ze0cy8qBHSsV2exAfCw,0.496,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
3,66,0w2piYWj1F2bzUftzGJgK9,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,Paranoid,Kanye West,808s & Heartbreak,0.114,https://api.spotify.com/v1/audio-analysis/0w2piYWj1F2bzUftzGJgK9,0.587,277907,0.611,0w2piYWj1F2bzUftzGJgK9,9.83e-05,6,0.0765,-7.408,1,0.106,114.991,4,https://api.spotify.com/v1/tracks/0w2piYWj1F2bzUftzGJgK9,audio_features,spotify:track:0w2piYWj1F2bzUftzGJgK9,0.464,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
4,64,6j8gTlbhj9KJSeypNcNAS9,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,Street Lights,Kanye West,808s & Heartbreak,0.0287,https://api.spotify.com/v1/audio-analysis/6j8gTlbhj9KJSeypNcNAS9,0.644,189907,0.487,6j8gTlbhj9KJSeypNcNAS9,0.0166,6,0.206,-9.654,1,0.034,125.528,4,https://api.spotify.com/v1/tracks/6j8gTlbhj9KJSeypNcNAS9,audio_features,spotify:track:6j8gTlbhj9KJSeypNcNAS9,0.467,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
5,63,3F18I7LhWKxlf1PytSoTBH,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,Welcome To Heartbreak,Kanye West,808s & Heartbreak,0.0985,https://api.spotify.com/v1/audio-analysis/3F18I7LhWKxlf1PytSoTBH,0.677,262933,0.435,3F18I7LhWKxlf1PytSoTBH,0.721,7,0.111,-11.024,0,0.033,95.991,4,https://api.spotify.com/v1/tracks/3F18I7LhWKxlf1PytSoTBH,audio_features,spotify:track:3F18I7LhWKxlf1PytSoTBH,0.0729,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
6,60,2RRFTLIglxHgAYQzsSLI4Y,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,Coldest Winter,Kanye West,808s & Heartbreak,0.171,https://api.spotify.com/v1/audio-analysis/2RRFTLIglxHgAYQzsSLI4Y,0.761,164333,0.516,2RRFTLIglxHgAYQzsSLI4Y,3.21e-06,0,0.265,-10.229,1,0.044,133.999,4,https://api.spotify.com/v1/tracks/2RRFTLIglxHgAYQzsSLI4Y,audio_features,spotify:track:2RRFTLIglxHgAYQzsSLI4Y,0.562,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
7,59,5e5MKPtJuFb8NaeSEyV5gD,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,Say You Will,Kanye West,808s & Heartbreak,0.542,https://api.spotify.com/v1/audio-analysis/5e5MKPtJuFb8NaeSEyV5gD,0.603,377600,0.401,5e5MKPtJuFb8NaeSEyV5gD,0.225,0,0.103,-10.155,0,0.0306,172.633,4,https://api.spotify.com/v1/tracks/5e5MKPtJuFb8NaeSEyV5gD,audio_features,spotify:track:5e5MKPtJuFb8NaeSEyV5gD,0.347,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
8,58,5zuoz1NBnpoHK6g5sbEH8F,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,See You In My Nightmares,Kanye West,808s & Heartbreak,0.0626,https://api.spotify.com/v1/audio-analysis/5zuoz1NBnpoHK6g5sbEH8F,0.676,258120,0.432,5zuoz1NBnpoHK6g5sbEH8F,0.0,7,0.103,-8.035,0,0.0339,124.597,4,https://api.spotify.com/v1/tracks/5zuoz1NBnpoHK6g5sbEH8F,audio_features,spotify:track:5zuoz1NBnpoHK6g5sbEH8F,0.156,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
9,58,02LAK7qT1wya0klSeNO96f,5K4W6rqBFWDnAN6FQUkS6x,3WFTGIO6E3Xh4paEOBY9OU,RoboCop,Kanye West,808s & Heartbreak,0.157,https://api.spotify.com/v1/audio-analysis/02LAK7qT1wya0klSeNO96f,0.698,274360,0.447,02LAK7qT1wya0klSeNO96f,0.00564,5,0.405,-8.04,0,0.102,133.776,4,https://api.spotify.com/v1/tracks/02LAK7qT1wya0klSeNO96f,audio_features,spotify:track:02LAK7qT1wya0klSeNO96f,0.407,5K4W6rqBFWDnAN6FQUkS6x,"['chicago rap', 'hip hop', 'rap']",89,3WFTGIO6E3Xh4paEOBY9OU,[],80,2008-11-24
